Cooler_cond,Valve_cond,pump_leakage,Hyd_accumulator,stable_flag,CE_median,CP_median,PS1_median,PS2_median,PS3_median,PS4_median,PS5_median,PS6_median,EPS1_median,FS1_median,FS2_median,SE_median,VS1_median,TS1_median,TS2_median,TS3_median,TS4_median
3,80,2,100,0,19.04,1.49,188.37,132.69,0.77,0,8.41,8.37,2846,1.15,8.96,11.18,0.75,56.94,60.21,58.6,52.4
3,80,2,100,0,18.77,1.47,150.13,124.44,1.84,0,8.42,8.37,2331.6,7.29,8.96,65.01,0.64,57.19,60.75,58.54,52.48
3,80,2,100,0,18.79,1.47,188.39,131.97,0.75,0,8.41,8.37,2845.6,1.16,8.96,11.2,0.72,57.02,60.6,58.55,52.49
3,90,2,100,0,18.88,1.48,188.37,132,0.78,0,8.42,8.37,2845.8,1.16,8.96,11.22,0.74,57.08,60.57,58.61,52.49
3,90,2,100,0,18.92,1.48,188.4,132.41,0.8,0,8.42,8.37,2845.6,1.16,8.96,11.19,0.74,57.1,60.5,58.62,52.49
3,90,2,100,0,18.89,1.48,188.41,164.76,0.73,0,8.41,8.37,2843.8,1.17,8.95,11.29,0.75,57.21,60.36,58.61,52.48
3,90,2,100,0,19.37,1.52,188.31,132.97,0.77,0,8.4,8.36,2841.6,1.15,8.93,11.14,0.77,57.26,60.2,58.8,52.55
3,90,2,100,0,19.06,1.5,188.29,131.88,0.77,0,8.4,8.36,2842,1.15,8.93,11.18,0.74,57.2,60.35,58.87,52.65
3,90,2,100,0,18.93,1.49,188.28,132.02,0.77,0,8.4,8.36,2843.6,1.15,8.94,11.18,0.74,57.29,60.44,58.87,52.65
3,90,2,100,0,18.84,1.48,188.28,132.29,0.77,0,8.4,8.36,2843.4,1.16,8.93,11.19,0.74,57.38,60.52,58.88,52.72
3,90,2,100,0,18.86,1.48,188.29,132.03,0.75,0,8.4,8.36,2840.2,1.16,8.93,11.21,0.73,57.38,60.58,58.88,52.72
3,90,2,100,0,18.99,1.5,188.28,132.17,0.75,0,8.4,8.36,2841.6,1.16,8.93,11.2,0.74,57.39,60.6,58.96,52.73
3,90,2,100,0,19.11,1.51,188.28,131.81,0.75,0,8.4,8.36,2843.8,1.16,8.92,11.21,0.73,57.45,60.61,59.04,52.74
3,100,2,100,0,19.04,1.5,188.28,132.36,0.75,0,8.4,8.35,2844.2,1.16,8.92,11.18,0.74,57.45,60.61,59.04,52.75
3,100,2,100,0,19,1.5,188.31,132.01,0.75,0,8.4,8.35,2840.8,1.16,8.92,11.23,0.73,57.49,60.66,59.05,52.81
3,100,2,100,0,19.13,1.51,188.28,132.28,0.75,0,8.4,8.35,2841.6,1.16,8.91,11.26,0.73,57.51,60.69,59.04,52.79
3,100,2,100,0,19.05,1.5,188.28,132.14,0.75,0,8.4,8.35,2843.8,1.17,8.92,11.28,0.73,57.52,60.73,59.06,52.82
3,100,2,100,0,18.89,1.49,188.28,132.59,0.77,0,8.4,8.35,2839.6,1.16,8.91,11.28,0.72,57.52,60.77,59.12,52.9
3,100,2,100,0,18.98,1.5,188.27,131.87,0.75,0,8.4,8.35,2839.8,1.17,8.92,11.32,0.73,57.6,60.84,59.06,52.83
3,100,2,100,0,19.07,1.51,188.26,132.02,0.77,0,8.39,8.35,2837.8,1.17,8.91,11.31,0.73,57.6,60.86,59.08,52.82
3,100,2,100,0,18.91,1.5,188.27,132.85,0.75,0,8.39,8.34,2837.8,1.16,8.9,11.25,0.73,57.6,60.88,59.14,52.91
3,100,2,100,0,18.96,1.51,188.28,132.07,0.75,0,8.39,8.34,2838,1.16,8.91,11.25,0.73,57.62,60.92,59.13,52.88
3,100,2,100,0,18.85,1.5,188.26,132.23,0.75,0,8.39,8.34,2840.6,1.16,8.91,11.23,0.74,57.66,60.93,59.14,52.9
3,100,1,100,1,18.92,1.51,188.36,132.22,0.77,0,8.39,8.34,2830,1.17,8.91,11.37,0.73,57.66,60.94,59.22,52.91
3,73,1,100,0,18.89,1.51,188.37,132.53,0.75,0,8.39,8.34,2821.8,1.16,8.91,11.32,0.73,57.7,60.95,59.22,52.98
3,73,1,100,0,19.11,1.52,188.34,132.18,0.77,0,8.39,8.35,2826.6,1.17,8.91,11.35,0.74,57.72,60.98,59.23,52.9
3,73,1,100,0,19.16,1.52,188.34,132.27,0.77,0,8.39,8.35,2831.2,1.17,8.91,11.33,0.74,57.69,60.96,59.23,52.9
3,73,1,100,0,19.13,1.52,188.34,132.31,0.77,0,8.39,8.35,2826.2,1.17,8.91,11.39,0.74,57.7,60.95,59.31,52.97
3,73,1,100,0,19.15,1.52,188.36,132.44,0.78,0,8.39,8.35,2827.2,1.16,8.91,11.31,0.73,57.7,60.97,59.3,52.97
3,73,1,100,0,19.13,1.52,188.37,132.52,0.77,0,8.39,8.35,2829,1.16,8.91,11.34,0.74,57.72,60.96,59.3,52.97
3,73,1,100,0,19.1,1.52,188.38,132.51,0.77,0,8.39,8.35,2830.4,1.17,8.91,11.35,0.73,57.77,60.98,59.33,52.97
3,73,1,100,0,19.09,1.51,188.38,132.71,0.78,0,8.39,8.34,2827.4,1.16,8.91,11.35,0.74,57.77,61.05,59.31,52.99
3,73,1,100,0,19.17,1.52,188.37,132.47,0.78,0,8.39,8.34,2827.6,1.17,8.9,11.34,0.73,57.77,61.03,59.36,52.99
3,73,1,100,0,19.09,1.52,150.22,124.54,1.87,0,8.4,8.35,2318.2,7.42,8.91,66.35,0.62,57.95,61.54,59.31,52.98
3,80,1,100,0,19.23,1.53,188.41,132.43,0.77,0,8.39,8.35,2831.4,1.16,8.91,11.32,0.7,57.68,61.41,59.34,52.97
3,80,1,100,0,18.91,1.5,150.25,124.61,1.84,0,8.4,8.35,2320,7.41,8.92,66.24,0.63,57.87,61.67,59.15,52.97
3,80,1,100,0,19.07,1.51,188.42,132.81,0.77,0,8.4,8.35,2835.1,1.16,8.92,11.22,0.7,57.65,61.41,59.15,52.9
3,80,1,100,0,18.9,1.49,154.32,124.81,1.7,0,8.4,8.36,2385,6.22,8.93,51.77,0.69,57.71,61.41,59.1,52.89
3,80,1,100,0,18.96,1.49,150.27,124.63,1.84,0,8.41,8.36,2320,7.41,8.94,66.44,0.61,57.7,61.61,58.99,52.82
3,80,1,100,0,19.2,1.51,188.44,132.46,0.77,0,8.4,8.36,2831.6,1.15,8.93,11.23,0.7,57.55,61.4,59.06,52.78
3,80,1,100,0,19.01,1.49,188.42,132.54,0.77,0,8.4,8.36,2828.8,1.16,8.93,11.27,0.73,57.54,61.17,58.99,52.78
3,80,1,100,0,19.12,1.5,188.41,132.84,0.77,0,8.4,8.35,2819.4,1.16,8.91,11.34,0.74,57.6,61.11,59.04,52.81
3,80,1,100,0,19.13,1.5,188.4,132.54,0.77,0,8.39,8.34,2813.8,1.17,8.91,11.45,0.75,57.56,61.03,59.06,52.8
3,80,1,100,0,19.21,1.5,188.39,132.84,0.77,0,8.38,8.34,2811.8,1.16,8.9,11.36,0.75,57.54,60.96,59.09,52.8
3,90,1,100,0,19.05,1.49,188.39,132.44,0.77,0,8.38,8.34,2813.4,1.16,8.9,11.37,0.75,57.59,60.95,59.07,52.88
3,90,1,100,0,19.07,1.49,188.38,132.51,0.77,0,8.38,8.33,2813.8,1.17,8.89,11.46,0.74,57.64,60.95,59.12,52.89
3,90,1,100,0,18.92,1.49,188.38,132.62,0.77,0,8.38,8.33,2813.8,1.17,8.88,11.44,0.75,57.62,60.95,59.18,52.97
3,90,1,100,0,18.98,1.49,188.37,132.8,0.77,0,8.38,8.33,2815.6,1.16,8.88,11.39,0.74,57.64,60.96,59.21,52.97
3,90,1,100,0,19.02,1.5,188.37,132.54,0.78,0,8.38,8.33,2817.6,1.19,8.88,11.59,0.75,57.66,60.94,59.22,52.97
3,90,1,100,0,18.99,1.49,188.39,132.74,0.78,0,8.38,8.33,2819.4,1.17,8.88,11.43,0.75,57.66,60.97,59.21,52.97
3,90,1,100,0,19.04,1.5,188.4,132.38,0.78,0,8.38,8.33,2819.8,1.17,8.88,11.4,0.75,57.69,61.01,59.28,53
3,90,1,100,0,19.11,1.51,188.37,132.38,0.78,0,8.37,8.33,2819.6,1.18,8.88,11.52,0.74,57.68,60.99,59.3,52.98
3,90,1,100,0,19.14,1.51,188.38,132.33,0.8,0,8.37,8.33,2815.8,1.19,8.88,11.64,0.75,57.69,61.03,59.3,52.98
3,90,1,100,0,19.16,1.51,188.39,132.59,0.8,0,8.37,8.33,2816,1.17,8.87,11.48,0.74,57.71,61.03,59.31,52.99
3,100,1,100,0,19.16,1.51,188.4,132.86,0.78,0,8.37,8.33,2818,1.17,8.87,11.44,0.74,57.76,61.04,59.31,52.98
3,100,1,100,0,19.2,1.51,188.38,132.31,0.8,0,8.37,8.33,2817.8,1.19,8.87,11.64,0.74,57.77,61.1,59.33,52.99
3,100,1,100,0,19.19,1.52,188.4,132.49,0.8,0,8.37,8.33,2811.6,1.18,8.87,11.6,0.76,57.77,61.11,59.36,53.01
3,100,1,100,0,19.16,1.51,188.39,132.59,0.8,0,8.37,8.33,2811.8,1.2,8.87,11.77,0.74,57.78,61.11,59.33,52.99
3,100,1,100,0,19.11,1.51,188.38,132.75,0.8,0,8.37,8.33,2813.8,1.2,8.87,11.69,0.75,57.79,61.14,59.38,53.05
3,100,1,100,0,19.11,1.51,188.38,132.68,0.8,0,8.37,8.33,2814,1.18,8.87,11.53,0.75,57.85,61.16,59.37,53.05
3,100,1,100,0,19.08,1.51,188.38,132.68,0.8,0,8.37,8.33,2811.8,1.18,8.87,11.53,0.75,57.85,61.15,59.38,53.05
3,100,1,100,0,19.22,1.52,188.36,133.46,0.8,0,8.37,8.32,2811.8,1.18,8.86,11.56,0.75,57.84,61.15,59.39,53.01
3,100,1,100,0,19.11,1.52,188.37,132.61,0.8,0,8.37,8.32,2811.6,1.18,8.86,11.61,0.75,57.86,61.17,59.4,53.06
3,100,1,100,0,19.19,1.52,188.36,132.72,0.8,0,8.37,8.32,2811.6,1.21,8.86,11.81,0.74,57.86,61.16,59.41,53.05
3,100,0,100,1,19.07,1.51,150.84,124.89,1.94,0,8.37,8.33,2293.8,7.68,8.87,69.68,0.63,57.97,61.66,59.32,53
3,73,0,100,0,19.14,1.51,150.84,124.97,1.94,0,8.37,8.33,2295.6,7.67,8.88,69.48,0.63,57.92,61.93,59.31,52.99
3,73,0,100,0,19.17,1.52,188.72,133.69,0.8,0,8.37,8.33,2805.8,1.2,8.88,11.79,0.74,57.7,61.66,59.32,52.99
3,73,0,100,0,18.98,1.49,150.86,125.11,1.94,0,8.38,8.33,2296.1,7.7,8.88,69.94,0.63,57.91,61.87,59.21,52.97
3,73,0,100,0,18.94,1.49,150.84,124.98,1.94,0,8.38,8.34,2297.6,7.69,8.89,69.46,0.63,57.82,61.95,59.2,52.97
3,73,0,100,0,18.96,1.49,150.92,124.91,1.94,0,8.38,8.34,2295.6,7.68,8.89,69.63,0.63,57.7,61.99,59.13,52.88
3,73,0,100,0,18.91,1.49,150.91,125.04,1.94,0,8.39,8.34,2296.6,7.67,8.9,69.53,0.63,57.65,61.96,59.05,52.81
3,73,0,100,0,18.97,1.49,188.75,133.5,0.8,0,8.39,8.34,2805.6,1.19,8.91,11.74,0.75,57.52,61.62,58.96,52.78
3,73,0,100,0,18.84,1.48,150.87,125.03,1.94,0,8.39,8.35,2295.8,7.66,8.91,69.5,0.64,57.7,61.77,58.9,52.74
3,73,0,100,0,19.08,1.5,150.88,125.08,1.94,0,8.39,8.35,2297.8,7.67,8.91,69.53,0.62,57.53,61.84,58.96,52.74
3,73,0,100,0,18.97,1.48,150.91,124.93,1.94,0,8.4,8.35,2299.4,7.67,8.91,69.39,0.62,57.5,61.82,58.9,52.72
3,80,0,100,0,18.94,1.48,150.93,125.19,1.94,0,8.4,8.35,2301.6,7.67,8.92,69.55,0.62,57.44,61.79,58.88,52.72
3,80,0,100,0,18.95,1.48,150.89,125.05,1.94,0,8.4,8.35,2297.8,7.68,8.93,69.53,0.62,57.36,61.73,58.8,52.64
3,80,0,100,0,18.95,1.48,188.75,132.94,0.78,0,8.4,8.35,2805.8,1.2,8.93,11.8,0.74,57.22,61.41,58.72,52.63
3,80,0,100,0,18.84,1.47,150.94,125.11,1.94,0,8.41,8.36,2297.8,7.68,8.93,69.64,0.62,57.45,61.5,58.66,52.56
3,80,0,100,0,18.99,1.48,188.74,133.49,0.8,0,8.41,8.36,2807.6,1.2,8.93,11.77,0.73,57.25,61.27,58.71,52.56
3,80,0,100,0,19.15,1.49,188.72,133.84,0.8,0,8.4,8.35,2806,1.19,8.92,11.68,0.76,57.28,61.11,58.8,52.57
3,80,0,100,0,18.95,1.48,150.9,125.01,1.94,0,8.4,8.35,2297.6,7.68,8.92,69.68,0.63,57.45,61.42,58.72,52.57
3,80,0,100,0,18.9,1.48,150.94,125.03,1.94,0,8.4,8.35,2297.6,7.68,8.92,69.52,0.62,57.34,61.56,58.79,52.65
3,80,0,100,0,18.81,1.47,188.74,133.98,0.77,0,8.4,8.35,2806,1.19,8.92,11.68,0.74,57.19,61.26,58.78,52.66
3,80,0,100,0,18.85,1.47,150.95,125.16,1.92,0,8.4,8.36,2297.6,7.68,8.92,69.79,0.63,57.45,61.44,58.69,52.57
3,90,0,100,0,18.89,1.47,150.9,125.23,1.94,0,8.4,8.36,2297.6,7.68,8.92,69.64,0.62,57.34,61.6,58.69,52.57
3,90,0,100,0,18.85,1.47,150.89,125.19,1.92,0,8.41,8.36,2297.8,7.67,8.93,69.59,0.62,57.27,61.64,58.68,52.55
3,90,0,100,0,18.82,1.47,150.93,125.19,1.94,0,8.41,8.37,2301.9,7.67,8.93,69.56,0.61,57.25,61.64,58.64,52.51
3,90,0,100,0,18.9,1.47,188.73,133.45,0.78,0,8.41,8.37,2812.8,1.19,8.94,11.69,0.74,57.1,61.25,58.61,52.51
3,90,0,100,0,18.85,1.47,188.72,134.12,0.78,0,8.41,8.37,2812.2,1.18,8.94,11.55,0.75,57.2,61.05,58.61,52.5
3,90,0,100,0,18.73,1.45,150.9,125.01,1.94,0,8.41,8.37,2300.2,7.69,8.94,69.68,0.62,57.37,61.38,58.52,52.5
3,90,0,100,0,19.06,1.48,150.93,125.1,1.95,0,8.41,8.36,2300.4,7.68,8.93,69.63,0.61,57.27,61.45,58.65,52.49
3,90,0,100,0,18.87,1.46,150.94,125.14,1.94,0,8.41,8.37,2297.8,7.67,8.94,69.52,0.61,57.25,61.51,58.58,52.49
3,90,0,100,0,18.87,1.47,188.8,133.84,0.8,0,8.41,8.37,2808.4,1.19,8.94,11.68,0.77,57.09,61.17,58.57,52.49
3,90,0,100,0,18.96,1.48,150.95,125.21,1.94,0,8.41,8.37,2299.8,7.68,8.94,69.66,0.62,57.27,61.4,58.54,52.36
3,100,0,100,0,18.87,1.48,150.98,125.23,1.92,0,8.41,8.37,2303,7.67,8.94,69.45,0.6,57.12,61.47,58.52,52.41
3,100,0,100,0,18.7,1.46,150.98,125.27,1.94,0,8.41,8.37,2301.4,7.66,8.95,69.43,0.6,57.1,61.46,58.46,52.41
3,100,0,100,0,18.91,1.47,188.85,165.3,0.72,0,8.41,8.37,2809.6,1.16,8.94,11.44,0.76,56.96,61.1,58.45,52.33
3,100,0,100,0,19.08,1.49,151.1,125.27,2,0,8.41,8.37,2301.6,7.69,8.94,69.72,0.62,57.12,61.22,58.54,52.4
3,100,0,100,0,18.73,1.46,151.11,125.28,1.99,0,8.41,8.37,2298.7,7.67,8.94,69.65,0.61,57.1,61.33,58.52,52.48
3,100,0,100,0,18.96,1.48,188.81,133.14,0.83,0,8.41,8.37,2805.8,1.16,8.94,11.43,0.75,56.95,61.08,58.53,52.4
3,100,0,100,0,18.78,1.46,150.89,125.06,1.98,0,8.41,8.37,2296,7.67,8.94,69.69,0.62,57.2,61.22,58.45,52.4
3,100,0,100,0,18.89,1.48,188.77,133.18,0.83,0,8.41,8.37,2807.8,1.17,8.94,11.48,0.75,57.03,61.03,58.53,52.4
3,100,0,100,0,18.76,1.46,151,125.09,1.98,0,8.41,8.37,2297.8,7.68,8.94,69.66,0.61,57.21,61.26,58.47,52.39
3,100,0,100,0,18.75,1.47,150.97,125.06,1.98,0,8.41,8.37,2297.8,7.67,8.94,69.63,0.6,57.11,61.41,58.45,52.39
3,100,0,90,1,18.75,1.47,150.98,125.19,1.99,0,8.42,8.37,2303,7.69,8.95,69.44,0.61,57.07,61.41,58.44,52.33
3,100,0,90,1,18.77,1.47,150.98,125.19,1.98,0,8.42,8.37,2303.6,7.68,8.95,69.45,0.61,57.02,61.38,58.38,52.32
3,100,0,90,1,18.57,1.45,151,125.21,1.98,0,8.42,8.38,2302,7.68,8.96,69.5,0.61,56.93,61.37,58.29,52.31
3,100,0,90,1,18.63,1.45,151.02,125.22,1.99,0,8.43,8.38,2301.8,7.69,8.96,69.45,0.61,56.85,61.31,58.23,52.24
3,100,0,90,1,18.84,1.47,151.02,125.11,1.97,0,8.43,8.38,2301.8,7.68,8.96,69.58,0.61,56.84,61.25,58.22,52.15
3,100,0,90,1,18.82,1.46,151.03,125.21,1.98,0,8.43,8.38,2302.2,7.68,8.96,69.43,0.62,56.73,61.18,58.21,52.09
3,100,0,90,1,18.65,1.45,151.03,125.28,1.97,0,8.44,8.39,2301.8,7.68,8.97,69.52,0.62,56.64,61.17,58.06,52.08
3,100,0,90,1,18.6,1.45,151.04,125.22,1.97,0,8.44,8.39,2301.6,7.68,8.98,69.56,0.61,56.6,61.15,58.03,52.05
3,100,0,90,1,18.85,1.46,151.03,125.2,1.98,0,8.44,8.39,2301.8,7.69,8.98,69.62,0.61,56.59,61.11,57.98,51.91
3,100,0,90,1,19.04,1.47,151.06,125.23,1.97,0,8.44,8.39,2303.4,7.68,8.98,69.56,0.62,56.59,61.05,57.97,51.91
3,100,2,90,1,18.96,1.48,188.48,132.81,0.8,0,8.44,8.39,2840.8,1.16,8.98,11.26,0.72,56.38,60.6,57.94,51.83
3,73,2,90,0,18.56,1.44,188.45,133.43,0.78,0,8.45,8.4,2838,1.15,8.99,11.2,0.76,56.35,60.34,57.83,51.9
3,73,2,90,0,19.51,1.51,188.43,132.71,0.8,0,8.45,8.4,2836,1.15,8.99,11.2,0.73,56.35,60.1,57.82,51.64
3,73,2,90,0,19.17,1.48,188.42,132.5,0.8,0,8.44,8.39,2835.8,1.16,8.99,11.3,0.75,56.38,59.98,57.83,51.71
3,73,2,90,0,20.11,1.56,188.41,133.35,0.8,0,8.44,8.39,2835.6,1.15,8.98,11.17,0.76,56.35,59.92,57.97,51.5
3,73,2,90,0,19.72,1.53,188.4,132.64,0.82,0,8.44,8.39,2834,1.17,8.98,11.39,0.76,56.41,59.9,58.03,51.69
3,73,2,90,0,19.09,1.48,188.41,133.07,0.8,0,8.43,8.39,2833.8,1.16,8.97,11.28,0.76,56.42,59.89,58.03,51.9
3,73,2,90,0,19.11,1.48,188.44,164.81,0.77,0,8.43,8.39,2835.6,1.17,8.97,11.37,0.78,56.52,59.81,58.05,51.91
3,73,2,90,0,20.41,1.59,188.37,134.3,0.8,0,8.42,8.38,2834.2,1.15,8.96,11.23,0.78,56.52,59.68,58.26,51.66
3,73,2,90,0,18.99,1.48,188.36,132.31,0.8,0,8.42,8.38,2835.6,1.15,8.96,11.13,0.76,56.55,59.82,58.25,52.15
3,73,2,90,0,18.89,1.47,188.34,132.5,0.8,0,8.42,8.37,2835.6,1.15,8.95,11.13,0.75,56.67,59.9,58.37,52.23
3,80,2,90,0,18.74,1.47,188.34,132.08,0.81,0,8.42,8.37,2837.6,1.16,8.95,11.21,0.76,56.69,59.95,58.38,52.32
3,80,2,90,0,18.91,1.48,188.37,164.75,0.74,0,8.41,8.37,2839.4,1.17,8.94,11.32,0.77,56.85,59.91,58.45,52.32
3,80,2,90,0,19.07,1.5,188.36,132.91,0.78,0,8.4,8.36,2832,1.15,8.92,11.16,0.78,56.85,59.82,58.62,52.4
3,80,2,90,0,18.86,1.49,188.36,132.09,0.8,0,8.4,8.36,2831.6,1.15,8.92,11.16,0.76,56.85,60.06,58.66,52.48
3,80,2,90,0,18.8,1.48,188.34,131.97,0.8,0,8.4,8.36,2831.8,1.15,8.91,11.19,0.76,56.95,60.15,58.66,52.5
3,80,2,90,0,18.88,1.49,188.36,132.36,0.8,0,8.4,8.36,2832,1.15,8.92,11.18,0.76,57.1,60.24,58.7,52.5
3,80,2,90,0,18.9,1.49,188.34,132.32,0.8,0,8.4,8.36,2832,1.16,8.91,11.26,0.76,57.1,60.3,58.7,52.5
3,80,2,90,0,18.87,1.48,188.34,132.07,0.8,0,8.4,8.35,2832.2,1.15,8.91,11.21,0.76,57.15,60.34,58.72,52.55
3,80,2,90,0,18.95,1.49,188.32,132.03,0.82,0,8.39,8.35,2827.8,1.16,8.9,11.33,0.77,57.18,60.36,58.78,52.55
3,80,2,90,0,18.83,1.48,153.75,124.69,1.7,0,8.39,8.35,2366.7,6.44,8.91,53.14,0.71,57.27,60.6,58.7,52.55
3,90,2,90,0,18.66,1.47,150.16,124.56,1.87,0,8.4,8.36,2315.8,7.28,8.91,65.29,0.63,57.36,61.03,58.69,52.55
3,90,2,90,0,18.87,1.48,188.41,132.6,0.83,0,8.4,8.35,2831.6,1.15,8.91,11.2,0.73,57.12,60.91,58.69,52.53
3,90,2,90,0,18.62,1.47,188.4,132.59,0.83,0,8.4,8.35,2831.6,1.15,8.91,11.22,0.76,57.2,60.73,58.64,52.54
3,90,2,90,0,18.76,1.48,188.42,164.77,0.75,0,8.4,8.35,2833.8,1.15,8.91,11.22,0.78,57.27,60.57,58.68,52.52
3,90,2,90,0,19.03,1.51,188.31,131.1,0.78,0,8.39,8.35,2831.8,1.16,8.9,11.31,0.8,57.26,60.34,58.85,52.56
3,90,2,90,0,18.8,1.49,152.56,124.62,1.52,0,8.4,8.35,2360.5,6.74,8.9,58.64,0.71,57.27,60.74,58.85,52.62
3,90,2,90,0,18.67,1.47,150.2,124.59,1.86,0,8.4,8.36,2317.6,7.28,8.91,65.34,0.63,57.36,61.13,58.7,52.57
3,90,2,90,0,18.89,1.49,188.4,132.54,0.84,0,8.4,8.36,2831.8,1.16,8.9,11.25,0.72,57.17,60.94,58.78,52.57
3,90,2,90,0,18.64,1.47,188.39,132,0.86,0,8.41,8.36,2831.8,1.15,8.91,11.15,0.76,57.19,60.77,58.69,52.57
3,90,2,90,0,18.7,1.48,188.32,132.08,0.83,0,8.4,8.36,2831.8,1.15,8.91,11.14,0.76,57.25,60.68,58.71,52.57
3,100,2,90,0,18.88,1.5,188.32,132,0.83,0,8.4,8.35,2832,1.15,8.9,11.21,0.76,57.24,60.61,58.8,52.57
3,100,2,90,0,18.87,1.5,188.31,132.43,0.82,0,8.4,8.35,2833.4,1.15,8.9,11.2,0.75,57.19,60.6,58.85,52.58
3,100,2,90,0,18.77,1.49,188.31,132.45,0.83,0,8.4,8.35,2831.8,1.15,8.9,11.21,0.75,57.26,60.6,58.87,52.66
3,100,2,90,0,18.53,1.47,150.17,124.49,1.89,0,8.4,8.36,2317.8,7.28,8.91,65.23,0.64,57.39,61.11,58.78,52.65
3,100,2,90,0,18.88,1.5,188.34,132.05,0.84,0,8.4,8.36,2833.4,1.15,8.91,11.14,0.73,57.19,60.93,58.79,52.58
3,100,2,90,0,18.6,1.48,188.31,132.2,0.84,0,8.4,8.36,2832.4,1.15,8.91,11.19,0.76,57.25,60.8,58.8,52.58
3,100,2,90,0,18.76,1.48,188.31,132.13,0.83,0,8.4,8.35,2833.6,1.15,8.9,11.2,0.75,57.26,60.68,58.76,52.57
3,100,2,90,0,19.02,1.51,188.31,132.29,0.84,0,8.4,8.35,2834.2,1.15,8.9,11.2,0.75,57.27,60.62,58.87,52.57
3,100,2,90,0,18.89,1.5,188.29,132.16,0.82,0,8.4,8.35,2834.8,1.16,8.9,11.23,0.75,57.27,60.6,58.88,52.58
3,100,2,90,0,18.89,1.5,188.28,131.93,0.8,0,8.4,8.35,2835.4,1.16,8.89,11.27,0.75,57.28,60.61,58.84,52.57
3,100,1,90,1,18.84,1.5,188.4,132.25,0.8,0,8.39,8.35,2816,1.17,8.89,11.41,0.75,57.29,60.6,58.89,52.63
3,73,1,90,0,18.89,1.5,188.41,132.41,0.82,0,8.39,8.35,2816.6,1.16,8.89,11.3,0.76,57.29,60.61,58.9,52.63
3,73,1,90,0,18.69,1.49,188.4,132.05,0.8,0,8.39,8.35,2815.8,1.16,8.89,11.32,0.76,57.29,60.62,58.94,52.72
3,73,1,90,0,18.82,1.5,188.41,132.43,0.8,0,8.39,8.35,2815.8,1.15,8.88,11.27,0.74,57.38,60.63,58.97,52.72
3,73,1,90,0,18.74,1.49,188.4,132.5,0.82,0,8.39,8.34,2815.8,1.16,8.88,11.33,0.74,57.45,60.65,58.97,52.72
3,73,1,90,0,18.79,1.5,188.39,132.66,0.8,0,8.39,8.34,2816,1.15,8.88,11.28,0.74,57.43,60.69,58.96,52.73
3,73,1,90,0,18.7,1.49,150.24,124.56,1.89,0,8.39,8.35,2304,7.4,8.89,66.77,0.63,57.52,61.17,58.96,52.72
3,73,1,90,0,18.78,1.5,188.48,132.53,0.8,0,8.39,8.35,2819.8,1.15,8.89,11.28,0.72,57.27,61.06,58.97,52.72
3,73,1,90,0,18.64,1.48,188.44,132.56,0.8,0,8.39,8.35,2819.8,1.15,8.89,11.27,0.74,57.38,60.92,58.9,52.7
3,73,1,90,0,18.67,1.49,188.45,132.63,0.8,0,8.39,8.35,2819.8,1.15,8.9,11.29,0.75,57.38,60.85,58.9,52.71
3,73,1,90,0,18.8,1.5,150.34,124.66,1.89,0,8.4,8.35,2305.6,7.4,8.9,66.9,0.63,57.51,61.2,58.89,52.65
3,80,1,90,0,18.85,1.5,188.51,132.55,0.82,0,8.39,8.35,2819.6,1.15,8.9,11.25,0.72,57.28,61.09,58.9,52.65
3,80,1,90,0,18.67,1.48,188.48,132.31,0.82,0,8.4,8.36,2819,1.17,8.91,11.42,0.74,57.29,60.94,58.8,52.63
3,80,1,90,0,18.62,1.48,150.5,124.86,1.89,0,8.41,8.36,2309.2,7.41,8.91,66.82,0.63,57.49,61.22,58.68,52.56
3,80,1,90,0,18.95,1.5,188.52,132.4,0.82,0,8.4,8.36,2820.6,1.15,8.91,11.23,0.72,57.21,61.09,58.79,52.51
3,80,1,90,0,18.75,1.49,188.47,132.6,0.82,0,8.4,8.36,2819.6,1.17,8.9,11.4,0.74,57.27,60.88,58.72,52.51
3,80,1,90,0,18.78,1.49,154,124.88,1.72,0,8.4,8.36,2362,6.56,8.91,51.73,0.71,57.27,60.94,58.76,52.56
3,80,1,90,0,18.82,1.49,188.48,132.74,0.83,0,8.4,8.36,2819.6,1.16,8.91,11.31,0.75,57.2,60.78,58.71,52.52
3,80,1,90,0,18.82,1.49,188.48,132.46,0.84,0,8.4,8.35,2819.6,1.16,8.91,11.31,0.74,57.25,60.7,58.73,52.51
3,80,1,90,0,18.8,1.49,188.48,132.64,0.82,0,8.4,8.36,2819.6,1.16,8.91,11.32,0.75,57.19,60.63,58.71,52.51
3,80,1,90,0,18.77,1.49,188.44,132.01,0.81,0,8.4,8.35,2819.4,1.16,8.9,11.32,0.75,57.26,60.61,58.72,52.51
3,90,1,90,0,18.88,1.5,188.44,132.53,0.82,0,8.4,8.35,2819.6,1.16,8.9,11.38,0.75,57.25,60.61,58.79,52.55
3,90,1,90,0,18.98,1.51,188.51,164.84,0.77,0,8.4,8.35,2819.6,1.16,8.9,11.36,0.76,57.26,60.58,58.87,52.56
3,90,1,90,0,19.01,1.51,188.45,131.06,0.78,0,8.39,8.34,2817.6,1.16,8.89,11.42,0.78,57.26,60.35,58.96,52.65
3,90,1,90,0,18.72,1.49,150.26,124.51,1.9,0,8.39,8.35,2305,7.4,8.89,66.78,0.64,57.44,61.1,58.88,52.73
